HouseholdSurvey.earninc_hihsp,HouseholdSurvey.hihage,HouseholdSurvey.hihgender,HouseholdSurvey.hihecon,HouseholdSurvey.specon,HouseholdSurvey.age_1,HouseholdSurvey.hhwork,HouseholdSurvey.hedqual8,HouseholdSurvey.nssec2,HouseholdSurvey.seg,HouseholdSurvey.tothinc,HouseholdSurvey.ha7_1,HouseholdSurvey.hb509,HouseholdSurvey.save1,HouseholdSurvey.credit109a,HouseholdSurvey.credit309c,HouseholdSurvey.hcost_amt,HouseholdSurvey.hk2
0,31,1,8,NA,7,2,3,6,10,1,8,1,NA,NA,NA,330,3
0,86,1,5,NA,18,2,2,9,17,4,5,2,NA,NA,NA,NA,2
16000,28,2,2,NA,6,1,4,3,6,5,2,1,2,0,0,360,4
13000,64,1,5,2,13,4,4,9,17,6,5,1,NA,NA,NA,300,2
9000,63,1,3,NA,13,1,2,7,7,3,3,2,NA,NA,NA,NA,3
0,83,2,5,NA,17,2,2,9,17,2,5,2,NA,NA,NA,NA,3
45000,60,2,2,1,13,3,1,2,5,8,1,2,3,0,0,NA,2
7000,35,2,3,NA,7,1,3,6,6,4,3,4,1,1,0,430,3
19000,51,2,2,NA,11,1,3,3,6,4,2,1,NA,NA,NA,240,2
0,69,1,5,5,13,5,3,2,5,5,5,2,NA,NA,NA,NA,3
62000,50,1,2,2,10,3,3,2,5,8,2,1,NA,NA,NA,630,2
16000,27,2,3,NA,6,1,2,6,10,4,3,2,NA,NA,NA,NA,3
17000,65,1,5,3,13,4,2,9,17,7,3,2,NA,NA,NA,NA,3
28000,63,1,2,5,13,4,4,7,9,6,5,2,3,1,0,NA,1
9000,39,2,3,NA,8,1,4,5,8,4,3,4,NA,NA,NA,350,3
55000,36,2,2,2,8,3,2,2,2,8,2,4,3,1,0,550,1
20000,54,2,2,NA,11,1,1,6,6,5,2,2,NA,NA,NA,NA,2
0,67,1,5,5,14,5,4,2,5,4,5,2,3,1,0,NA,1
34000,34,1,2,4,6,4,4,5,9,7,4,4,NA,NA,NA,550,2
29000,59,1,3,3,12,3,2,1,1,7,3,2,NA,NA,NA,NA,2
0,75,2,5,NA,15,2,4,9,17,4,5,2,3,1,0,NA,2
37000,36,1,1,3,7,3,3,2,5,7,3,1,3,1,0,600,3
33000,42,2,2,2,9,3,3,3,5,7,2,1,2,1,0,290,3
48000,64,1,13,3,13,4,3,4,2,8,2,1,3,0,0,830,3
0,77,2,5,5,15,5,5,9,17,2,5,2,NA,NA,NA,NA,1
62000,42,1,2,2,9,3,4,2,5,8,2,1,NA,NA,NA,800,3
29000,61,2,2,NA,13,1,3,2,5,6,2,4,NA,NA,NA,530,2
0,70,1,5,5,14,5,1,9,17,6,5,1,NA,NA,NA,300,1
15000,45,2,1,NA,9,1,NA,4,12,6,1,1,NA,NA,NA,390,4
0,55,1,5,5,11,5,1,2,5,2,5,2,3,0,0,NA,1
62000,47,1,1,2,9,3,4,4,2,8,2,2,NA,NA,NA,NA,2
0,70,2,5,NA,14,2,3,9,17,7,5,2,NA,NA,NA,NA,2
49000,45,1,2,3,9,3,3,1,5,8,3,2,NA,NA,NA,NA,2
47000,49,1,2,2,10,3,2,3,6,8,2,1,NA,NA,NA,500,1
62000,49,1,2,4,10,4,NA,2,5,8,4,1,NA,NA,NA,500,2
62000,59,1,2,3,10,3,NA,2,5,8,3,1,NA,NA,NA,560,2
62000,54,2,2,2,11,3,4,1,4,8,2,1,NA,NA,NA,670,1
0,77,1,5,NA,16,2,1,9,17,4,5,4,NA,NA,NA,390,3
0,70,1,5,5,14,5,3,9,17,5,5,2,NA,NA,NA,NA,1
0,63,1,5,4,12,5,4,9,17,2,4,2,NA,NA,NA,NA,2
14000,57,1,3,NA,12,1,4,2,5,3,3,2,NA,NA,NA,NA,2
8000,44,2,1,NA,9,1,4,2,5,2,1,4,3,0,0,400,6
0,84,2,5,NA,17,2,5,9,17,4,5,4,3,0,0,400,3
7000,64,1,5,3,13,4,3,9,17,4,5,2,3,1,0,NA,2
0,43,1,6,NA,9,2,5,9,17,3,6,4,NA,NA,NA,320,5
30000,51,1,1,1,11,3,2,4,12,6,1,4,NA,NA,NA,490,2
6000,55,1,3,10,11,4,5,7,11,3,10,4,NA,NA,NA,500,3
20000,50,1,2,4,10,4,3,7,9,5,2,2,NA,NA,NA,NA,3
0,25,1,10,NA,5,2,1,9,17,3,10,4,NA,NA,NA,320,2
34000,58,1,2,1,11,3,4,7,9,7,1,4,NA,NA,NA,550,2
32000,42,2,2,2,9,3,1,2,5,7,2,1,3,1,0,780,3
0,76,1,5,5,16,5,5,9,17,6,5,2,NA,NA,NA,NA,2
0,86,2,5,NA,18,2,5,9,17,3,5,2,NA,NA,NA,NA,2
37000,49,2,3,1,12,3,2,6,6,8,1,1,3,1,0,380,2
0,62,2,5,NA,13,2,4,2,5,3,5,2,NA,NA,NA,NA,3
0,70,1,5,NA,14,2,6,9,17,3,5,4,NA,NA,NA,400,3
0,71,1,5,NA,15,2,5,9,17,3,5,2,NA,NA,NA,NA,2
0,61,2,5,NA,13,2,4,2,5,3,5,2,NA,NA,NA,NA,2
50000,54,1,1,4,11,4,3,4,12,8,1,2,NA,NA,NA,NA,2
0,70,1,5,NA,14,2,6,9,17,4,5,2,1,0,0,NA,4
0,51,1,10,NA,11,2,3,9,17,3,10,4,1,0,0,280,3
16000,47,2,3,3,10,3,1,2,2,4,3,4,NA,NA,NA,360,3
62000,46,2,2,2,10,3,4,2,6,8,2,1,3,0,0,1000,2
43000,41,1,2,3,9,3,2,2,2,8,2,1,2,1,0,260,3
0,71,1,5,5,15,5,2,9,17,4,5,4,NA,NA,NA,320,2
30000,53,2,2,5,12,4,5,2,5,7,5,1,NA,NA,NA,240,1
12000,65,2,3,NA,13,1,4,2,5,6,3,2,NA,NA,NA,NA,3
0,80,2,5,5,16,5,2,9,17,2,5,2,NA,NA,NA,NA,2
0,81,1,5,5,17,5,5,9,17,3,5,1,NA,NA,NA,580,2
3000,33,2,3,NA,7,1,1,5,9,6,3,4,1,0,1,370,3
0,63,2,10,10,13,5,6,9,17,7,10,4,1,0,0,370,3
33000,35,1,2,3,7,3,4,2,5,7,2,1,NA,NA,NA,420,3
24000,61,2,2,NA,13,1,4,2,5,5,2,1,NA,NA,NA,240,2
62000,55,1,2,3,11,3,3,2,5,8,3,1,NA,NA,NA,600,3
14000,65,2,5,2,13,4,4,9,17,7,5,2,NA,NA,NA,NA,2
36000,62,1,2,5,13,4,1,2,5,8,5,2,NA,NA,NA,NA,1
0,82,2,5,NA,17,2,6,9,17,5,5,2,NA,NA,NA,NA,1
0,85,2,5,NA,17,2,4,9,17,5,5,2,NA,NA,NA,NA,1
10000,47,2,3,NA,10,1,NA,5,8,4,3,1,3,1,0,240,2
62000,61,2,3,1,13,3,4,2,5,8,1,2,3,0,0,NA,2
25000,60,1,1,NA,12,1,1,4,12,6,1,1,NA,NA,NA,320,2
0,44,2,4,NA,9,2,2,9,17,3,4,4,NA,NA,NA,430,3
0,69,1,5,5,14,5,6,9,17,4,5,4,NA,NA,NA,400,1
40000,34,2,2,2,7,3,4,1,5,8,2,1,NA,NA,NA,810,2
30000,49,1,2,3,10,3,4,2,5,7,3,2,3,1,1,NA,3
62000,39,1,2,3,8,3,3,1,4,8,2,1,NA,NA,NA,870,2
33000,25,1,2,3,5,3,1,2,6,7,2,4,NA,NA,NA,640,1
62000,33,1,2,3,7,3,4,5,8,8,3,1,3,0,0,750,1
20000,43,1,2,3,9,3,NA,1,5,5,2,1,NA,NA,NA,NA,3
25000,54,1,13,13,11,5,2,4,2,6,13,2,NA,NA,NA,NA,3
5000,58,1,1,NA,12,1,1,4,12,1,1,3,3,1,0,370,2
16000,50,1,2,NA,10,1,6,6,10,4,2,4,NA,NA,NA,360,3
33000,29,2,2,8,6,4,4,3,6,7,8,1,3,1,0,500,3
0,61,2,10,5,13,5,4,9,17,6,10,3,NA,NA,NA,360,3
30000,62,1,5,2,13,4,2,2,5,8,2,2,NA,NA,NA,NA,1
0,36,2,8,NA,8,2,1,6,10,4,8,4,NA,NA,NA,450,3
2000,42,2,3,NA,9,1,4,4,12,2,3,2,NA,NA,NA,NA,3
46000,44,1,2,3,8,3,4,5,9,8,3,1,NA,NA,NA,410,3
0,58,2,2,5,14,4,2,6,10,5,5,2,NA,NA,NA,NA,2
0,70,1,5,5,15,5,1,7,9,5,5,2,3,0,0,NA,3
32000,30,1,2,3,6,3,6,6,9,7,3,4,1,0,0,370,3
0,83,1,5,NA,17,2,4,9,17,3,5,2,3,0,0,NA,3
35000,49,2,2,NA,10,1,1,7,9,7,2,1,NA,NA,NA,790,3
40000,59,1,2,3,11,3,NA,1,1,8,3,2,NA,NA,NA,NA,2
23000,55,1,2,5,11,4,NA,3,6,5,5,2,NA,NA,NA,NA,1
39000,47,1,2,2,10,3,7,6,10,7,2,4,NA,NA,NA,590,2
19000,37,1,2,NA,8,1,1,2,6,4,2,1,2,0,1,240,3
0,72,2,5,NA,15,2,6,9,17,NA,5,4,NA,NA,NA,300,3
30000,53,1,2,2,10,3,1,2,2,6,2,1,NA,NA,NA,960,2
0,71,1,5,NA,15,2,1,9,17,2,5,2,NA,NA,NA,NA,1
26000,38,1,2,3,8,3,2,6,9,7,2,1,NA,NA,NA,420,2
0,83,2,5,NA,17,2,6,9,17,3,5,5,5,0,0,NA,2
14000,61,1,5,2,13,4,1,2,2,6,5,2,3,0,0,NA,1
24000,36,1,2,4,8,4,1,6,10,7,2,4,3,0,0,430,3
0,72,1,5,4,15,5,6,9,17,6,5,2,NA,NA,NA,NA,1
38000,55,1,2,3,12,3,2,3,6,8,3,2,NA,NA,NA,NA,3
0,32,1,6,NA,7,2,3,2,5,1,6,1,NA,NA,NA,400,2
24000,26,1,2,4,6,4,3,5,9,7,4,5,NA,NA,NA,NA,3
0,58,1,10,NA,12,2,6,9,17,4,10,4,NA,NA,NA,320,2
16000,36,2,2,NA,8,1,6,6,10,4,2,4,NA,NA,NA,330,3
31000,60,2,3,2,12,3,5,3,6,8,3,2,NA,NA,NA,NA,2
41000,56,2,2,2,11,3,6,2,2,8,2,1,NA,NA,NA,260,1
8000,59,1,3,NA,12,1,2,6,6,2,3,4,NA,NA,NA,450,3
0,82,2,5,NA,17,2,4,9,17,5,5,3,3,1,0,500,1
36000,53,2,2,1,11,3,NA,6,10,8,2,1,5,0,0,960,2
11000,44,2,2,NA,9,1,1,5,8,3,2,1,2,0,0,240,3
0,82,2,5,NA,17,2,5,9,17,5,5,4,NA,NA,NA,380,1
17000,66,2,3,3,14,3,5,6,10,4,3,2,3,0,0,NA,2
18000,25,1,2,NA,5,1,1,3,6,4,2,4,1,0,0,260,3
62000,60,1,2,2,11,3,3,5,8,8,2,2,NA,NA,NA,NA,3
23000,45,1,2,NA,9,1,5,5,10,5,2,2,3,0,0,NA,1
0,64,2,5,NA,13,2,4,2,5,2,5,2,3,0,0,NA,1
0,59,1,5,5,12,5,4,2,2,7,5,2,NA,NA,NA,NA,1
0,63,2,5,NA,13,2,1,3,6,1,5,2,3,1,0,NA,1
0,61,2,5,5,13,5,4,1,4,8,5,2,NA,NA,NA,NA,1
0,21,2,4,NA,5,2,2,6,10,3,4,4,1,0,0,270,3
0,85,2,5,NA,17,2,4,9,17,4,5,2,NA,NA,NA,NA,1
17000,64,1,2,5,13,4,NA,3,6,7,2,2,3,0,0,NA,1
0,67,2,5,5,14,5,4,9,17,2,5,2,NA,NA,NA,NA,2
0,73,1,5,5,15,5,4,9,17,NA,5,4,NA,NA,NA,320,3
0,72,1,5,5,14,5,4,9,17,6,5,3,NA,NA,NA,340,1
0,43,2,4,NA,9,2,1,9,17,5,4,4,1,0,0,320,1
52000,59,1,1,2,12,3,4,4,12,8,1,1,NA,NA,NA,480,1
27000,28,1,2,NA,6,1,4,2,5,6,2,1,NA,NA,NA,310,1
28000,57,2,3,3,12,3,4,2,5,8,3,2,NA,NA,NA,NA,1
23000,59,2,3,5,12,4,4,3,6,8,3,2,NA,NA,NA,NA,1
10000,30,1,1,NA,6,1,2,4,14,3,1,1,NA,NA,NA,500,2
0,61,1,10,10,11,5,1,9,17,5,10,4,NA,NA,NA,500,3
31000,59,1,2,5,13,4,4,2,5,8,5,2,NA,NA,NA,NA,2
0,58,1,10,NA,12,2,6,9,17,2,10,4,NA,NA,NA,300,3
62000,64,1,2,2,13,3,NA,2,2,8,2,1,NA,NA,NA,560,2
19000,71,1,1,3,15,3,2,4,12,6,1,2,3,0,0,NA,1
22000,49,1,2,NA,10,1,1,2,2,5,2,4,NA,NA,NA,330,3
48000,53,2,2,2,11,3,4,2,5,8,2,4,NA,NA,NA,360,2
0,68,2,5,NA,14,2,4,9,17,4,5,2,3,0,0,NA,2
0,63,2,5,NA,13,2,1,9,17,2,5,2,NA,NA,NA,NA,1
49000,35,2,2,2,7,3,2,1,4,8,2,1,2,0,1,850,3
43000,32,2,3,2,7,3,4,2,5,8,3,4,NA,NA,NA,250,2
8000,32,2,3,6,7,4,NA,6,10,6,6,4,1,0,0,290,3
18000,48,2,2,NA,10,1,2,2,5,4,2,4,NA,NA,NA,580,3
42000,35,2,2,2,8,3,4,3,6,8,2,2,NA,NA,NA,NA,2
22000,37,1,2,NA,8,1,2,4,12,5,2,1,NA,NA,NA,400,2
0,67,1,5,NA,14,2,5,9,17,2,5,2,NA,NA,NA,NA,3
0,59,2,10,5,14,5,5,9,17,5,5,2,NA,NA,NA,NA,1
0,75,2,5,NA,15,2,6,9,17,4,5,4,NA,NA,NA,300,2
0,65,2,5,5,14,5,NA,9,17,7,5,2,1,0,0,NA,3
13000,62,2,2,NA,13,1,3,3,6,3,2,4,NA,NA,NA,360,5
5000,68,2,3,5,14,4,4,3,6,5,5,2,NA,NA,NA,NA,3
0,83,1,5,NA,17,2,2,9,17,5,5,2,3,0,0,NA,1
20000,23,1,2,4,5,4,6,2,5,8,4,4,NA,NA,NA,480,2
0,45,1,11,NA,9,2,6,3,6,2,11,4,NA,NA,NA,280,3
0,79,1,5,5,16,5,6,9,17,3,5,2,3,0,0,NA,1
42000,54,2,2,2,11,3,2,2,5,8,2,1,NA,NA,NA,690,3
40000,28,1,1,2,6,3,3,4,12,8,1,1,NA,NA,NA,470,3
34000,27,1,2,2,6,3,2,2,2,7,2,1,NA,NA,NA,480,1
44000,35,2,2,NA,7,1,4,2,2,8,2,4,3,1,0,580,2
36000,64,2,2,NA,13,1,2,3,6,7,2,4,3,1,0,340,2
0,30,1,10,NA,6,2,6,9,17,3,10,4,1,0,0,430,3
18000,31,1,2,NA,7,1,1,5,10,4,2,4,NA,NA,NA,340,5
25000,56,1,2,NA,12,1,4,5,8,6,2,1,3,1,0,450,1
31000,44,1,2,3,9,3,4,2,2,7,2,1,NA,NA,NA,400,2
41000,56,1,2,3,12,3,1,2,5,8,3,2,NA,NA,NA,NA,1
18000,49,1,2,NA,10,1,6,2,5,4,2,1,NA,NA,NA,240,3
0,59,1,10,10,12,5,NA,9,17,4,10,4,2,0,0,430,3
0,79,2,5,NA,16,2,6,9,17,3,5,2,5,0,0,NA,3
0,82,1,5,NA,17,2,4,9,17,8,5,2,NA,NA,NA,NA,1
0,65,2,5,5,13,5,1,9,17,8,5,2,3,1,0,NA,1
0,65,1,5,5,13,5,2,9,17,7,5,2,3,0,0,NA,1
42000,28,1,2,2,6,3,6,7,9,8,2,1,NA,NA,NA,550,2
0,64,1,5,5,13,5,NA,9,17,3,5,2,3,0,0,NA,2
36000,50,1,2,2,10,3,3,2,2,7,2,1,NA,NA,NA,650,2
0,75,1,5,5,15,5,5,9,17,5,5,2,NA,NA,NA,NA,1
0,74,2,5,NA,15,2,5,9,17,2,5,2,3,0,0,NA,1
0,73,1,5,5,15,5,6,9,17,5,5,5,NA,NA,NA,NA,1
9000,61,2,1,NA,13,1,2,6,6,2,1,2,NA,NA,NA,NA,3
47000,54,1,3,2,11,3,NA,2,2,8,3,1,NA,NA,NA,670,2
0,77,1,5,NA,16,2,2,9,17,5,5,4,NA,NA,NA,380,1
35000,49,1,2,NA,14,1,1,6,6,8,5,1,NA,NA,NA,240,3
0,38,2,6,NA,8,2,NA,3,6,3,6,4,NA,NA,NA,400,6
38000,53,1,2,5,13,4,4,3,6,7,5,1,NA,NA,NA,650,3
23000,56,1,1,3,12,3,3,4,14,5,1,2,5,0,0,NA,2
22000,52,2,2,NA,11,1,4,2,5,5,2,1,NA,NA,NA,460,3
0,72,2,5,10,15,5,5,9,17,4,5,2,3,0,0,NA,1
0,76,2,5,NA,16,2,5,9,17,NA,5,2,NA,NA,NA,NA,2
10000,65,1,1,NA,13,1,6,4,14,2,1,2,NA,NA,NA,NA,1
25000,29,2,3,2,6,3,1,6,10,7,3,4,1,0,0,380,5
49000,39,1,2,2,8,3,2,1,5,8,2,1,NA,NA,NA,700,1
35000,30,2,2,3,6,3,3,3,5,8,2,1,NA,NA,NA,570,1
51000,65,1,2,3,13,3,2,4,14,8,3,5,3,0,1,NA,3
55000,56,1,2,2,11,3,NA,7,9,8,2,2,NA,NA,NA,NA,1
59000,48,1,2,3,10,3,4,2,2,8,2,1,3,1,0,1000,1
60000,49,1,2,NA,10,1,4,2,5,8,2,2,3,0,0,NA,1
23000,50,1,2,10,10,4,NA,7,10,8,2,1,NA,NA,NA,1000,5
0,64,1,6,NA,13,2,2,9,17,1,6,1,NA,NA,NA,240,2
0,72,1,5,5,15,5,1,9,17,5,5,2,3,0,0,NA,2
61000,55,1,2,2,11,3,4,1,1,8,2,1,NA,NA,NA,1000,3
0,36,1,10,NA,8,2,6,9,17,3,10,4,1,0,0,280,5
0,73,2,5,NA,15,2,6,9,17,3,5,2,NA,NA,NA,NA,3
36000,52,2,2,2,11,3,NA,2,2,7,2,1,5,0,0,320,3
16000,62,2,2,NA,13,1,4,6,6,4,2,2,NA,NA,NA,NA,3
3000,51,1,1,NA,11,1,6,4,14,1,1,2,NA,NA,NA,NA,3
42000,45,1,2,2,9,3,4,1,5,8,2,1,3,1,1,600,1
0,42,2,10,NA,9,2,NA,2,5,3,10,4,NA,NA,NA,430,4
34000,43,1,2,3,8,3,4,1,5,7,3,1,NA,NA,NA,880,2
40000,57,1,1,10,12,4,NA,4,12,7,1,1,NA,NA,NA,330,2
0,32,2,4,NA,7,2,6,7,11,6,4,4,NA,NA,NA,480,3
0,64,1,5,5,13,5,NA,9,17,7,5,2,NA,NA,NA,NA,1
25000,60,1,2,2,13,3,2,7,9,5,2,1,2,0,0,300,3
9000,53,2,3,NA,11,1,6,6,10,2,3,1,3,0,0,270,4
62000,42,1,2,2,9,3,4,1,1,8,2,1,NA,NA,NA,900,2
26000,40,2,2,NA,8,1,4,2,5,7,2,1,NA,NA,NA,350,3
0,76,2,5,NA,16,2,4,9,17,2,5,2,NA,NA,NA,NA,1
0,85,2,5,NA,17,2,6,9,17,3,5,5,NA,NA,NA,NA,3
13000,61,2,3,5,13,4,2,3,6,8,3,2,NA,NA,NA,NA,1
0,74,1,5,NA,15,2,2,4,2,3,5,2,NA,NA,NA,NA,1
0,77,1,5,5,16,5,6,9,17,7,5,2,NA,NA,NA,NA,1
62000,36,1,2,3,8,3,2,1,5,8,2,1,3,0,1,540,2
19000,40,1,2,NA,8,1,6,7,11,4,2,4,NA,NA,NA,310,2
8000,32,2,3,NA,7,1,3,2,5,5,3,4,1,0,0,350,7
0,47,1,11,NA,10,2,NA,9,17,3,11,5,NA,NA,NA,NA,3
36000,53,2,2,1,11,3,4,3,6,7,2,2,3,1,0,NA,1
0,75,2,5,NA,15,2,4,9,17,4,5,2,NA,NA,NA,NA,3
0,74,2,10,NA,15,2,5,9,17,4,10,4,NA,NA,NA,300,3
0,62,2,10,NA,13,2,6,9,17,5,10,4,2,0,0,630,3
0,83,2,5,NA,17,2,5,9,17,NA,5,4,NA,NA,NA,320,1
24000,58,1,5,2,12,4,4,2,5,5,5,2,NA,NA,NA,NA,1
0,52,1,10,NA,11,2,6,7,11,3,10,4,1,0,0,320,3
0,82,1,5,5,17,5,6,9,17,5,5,2,NA,NA,NA,NA,3
0,63,1,5,5,13,5,4,2,5,6,5,2,3,0,1,NA,1
0,71,2,5,5,15,5,1,9,17,4,5,2,NA,NA,NA,NA,2
62000,54,1,2,1,12,3,4,3,9,8,1,2,NA,NA,NA,NA,1
25000,63,1,2,3,13,3,1,7,9,6,2,2,4,0,0,NA,2
0,76,1,5,5,16,5,1,9,17,5,5,2,NA,NA,NA,NA,2
0,47,1,4,NA,10,2,2,5,9,1,4,2,NA,NA,NA,NA,3
57000,46,1,2,2,8,3,1,2,6,8,2,1,NA,NA,NA,340,2
43000,29,1,2,2,6,3,NA,7,9,8,2,1,3,1,0,460,3
62000,57,1,2,5,14,4,NA,2,2,8,5,2,NA,NA,NA,NA,1
0,86,2,5,NA,18,2,7,9,17,3,5,2,NA,NA,NA,NA,1
30000,30,1,2,4,6,4,4,1,5,6,2,4,NA,NA,NA,430,3
24000,65,2,2,NA,13,1,3,3,6,5,2,4,NA,NA,NA,330,2
0,83,1,5,NA,17,2,6,9,17,3,5,2,NA,NA,NA,NA,1
35000,51,1,2,2,11,3,NA,7,9,7,2,2,NA,NA,NA,NA,2
62000,35,1,1,3,7,3,2,1,3,8,1,1,NA,NA,NA,630,2
22000,42,2,2,NA,9,1,3,2,2,7,2,4,NA,NA,NA,700,3
62000,69,1,2,2,14,3,1,2,2,8,2,2,NA,NA,NA,NA,1
11000,58,1,1,NA,12,1,1,7,9,4,1,2,NA,NA,NA,NA,2
30000,69,1,5,2,14,4,4,9,17,7,5,2,NA,NA,NA,NA,2
0,56,2,10,NA,12,2,6,9,17,5,10,4,1,1,0,340,2
0,64,1,1,4,12,4,6,4,12,NA,4,2,NA,NA,NA,NA,3
0,64,2,10,NA,13,2,6,9,17,2,10,4,NA,NA,NA,330,5
0,43,2,8,NA,9,2,4,2,5,3,8,5,NA,NA,NA,NA,2
10000,61,1,3,11,13,4,7,7,11,5,3,4,NA,NA,NA,420,3
0,82,2,5,NA,17,2,4,9,17,5,5,2,NA,NA,NA,NA,2
42000,32,1,1,3,7,3,NA,4,2,8,3,1,NA,NA,NA,520,3
14000,55,2,2,4,12,4,3,6,10,4,4,1,NA,NA,NA,240,3
0,70,1,5,5,14,5,6,9,17,4,5,2,NA,NA,NA,NA,2
0,71,2,5,NA,15,2,1,9,17,7,5,2,NA,NA,NA,NA,1
25000,23,2,8,2,5,4,4,7,7,5,8,4,NA,NA,NA,600,2
24000,31,1,2,NA,7,1,1,5,9,5,2,4,2,0,0,480,2
0,82,2,5,NA,17,2,6,9,17,2,5,2,NA,NA,NA,NA,7
0,75,2,5,NA,15,2,2,9,17,3,5,2,3,0,0,NA,3
0,49,2,10,NA,4,2,1,9,17,NA,6,4,NA,NA,NA,360,3
29000,32,2,2,3,7,3,4,1,4,7,3,1,NA,NA,NA,1000,3
42000,42,1,2,3,9,3,3,2,5,8,3,1,NA,NA,NA,450,3
0,86,1,5,NA,18,2,4,9,17,5,5,2,NA,NA,NA,NA,2
14000,54,2,2,NA,11,1,2,3,6,3,2,1,1,0,0,240,3
0,82,2,5,NA,17,2,6,9,17,3,5,4,NA,NA,NA,320,3
0,83,1,5,NA,17,2,1,9,17,4,5,4,NA,NA,NA,320,3
0,72,2,5,NA,15,2,2,9,17,3,5,2,NA,NA,NA,NA,3
46000,39,2,2,2,8,3,4,1,4,8,2,1,2,1,1,700,3
0,82,1,5,5,16,5,1,9,17,5,5,2,3,0,0,NA,2
26000,28,2,2,NA,6,1,4,2,5,6,2,1,3,1,0,650,3
41000,58,1,2,10,12,4,3,2,5,8,10,2,NA,NA,NA,NA,2
33000,62,1,2,1,13,3,2,7,9,7,1,2,3,1,0,NA,1
35000,55,2,2,NA,11,1,4,2,2,7,2,2,NA,NA,NA,NA,1
46000,28,1,2,2,6,3,4,2,2,8,2,1,3,1,0,400,1
0,79,2,5,NA,16,2,1,9,17,4,5,2,3,1,0,NA,3
0,66,2,5,NA,14,2,3,6,10,3,5,4,NA,NA,NA,450,3
62000,40,1,2,2,10,3,3,1,5,8,2,1,3,1,0,600,2
14000,32,1,2,NA,7,1,1,2,5,3,2,1,NA,NA,NA,250,3
37000,29,2,2,2,6,3,4,2,5,7,2,1,NA,NA,NA,330,3
29000,46,1,2,2,9,3,6,7,11,6,2,4,1,1,0,430,3
0,70,1,5,NA,14,2,3,9,17,2,5,2,3,1,0,NA,2
58000,37,1,2,2,8,3,4,2,5,8,2,1,NA,NA,NA,810,2
26000,47,1,2,4,9,4,4,2,6,6,4,1,NA,NA,NA,390,1
0,54,1,10,4,11,5,6,7,10,3,10,4,NA,NA,NA,360,3
0,80,1,5,5,16,5,5,9,17,4,5,2,NA,NA,NA,NA,3
25000,41,1,2,3,7,3,1,5,9,6,3,1,NA,NA,NA,400,3
0,64,1,6,NA,13,2,6,9,17,3,6,4,1,0,0,370,4
14000,44,2,2,NA,9,1,4,2,5,5,2,1,2,1,0,530,3
0,32,1,10,NA,7,2,6,9,17,3,10,4,NA,NA,NA,350,3
20000,61,1,2,3,13,3,5,7,9,4,2,2,NA,NA,NA,NA,2
19000,61,1,2,4,13,4,6,6,9,5,2,2,NA,NA,NA,NA,2
0,64,2,5,5,13,5,6,9,17,6,5,2,3,0,0,NA,2
0,53,2,10,NA,11,2,1,9,17,4,10,4,NA,NA,NA,300,2
30000,57,2,2,NA,12,1,3,2,2,7,2,2,NA,NA,NA,NA,2
0,55,1,10,NA,11,2,6,6,10,1,10,4,1,0,0,320,5
17000,54,1,3,NA,11,1,5,6,10,5,3,2,NA,NA,NA,NA,3
0,28,1,6,NA,6,2,6,9,17,1,6,4,NA,NA,NA,380,3
42000,34,1,2,2,8,3,2,2,5,8,2,1,NA,NA,NA,460,1
0,36,2,10,NA,8,2,1,6,10,3,10,4,NA,NA,NA,400,3
6000,54,2,3,NA,11,1,1,6,6,1,3,2,NA,NA,NA,NA,2
62000,54,1,2,2,12,3,NA,1,5,8,2,1,3,1,0,560,2
0,82,2,5,NA,17,2,6,9,17,3,5,4,NA,NA,NA,670,2
0,70,1,5,5,14,5,NA,9,17,5,5,2,NA,NA,NA,NA,3
62000,26,1,1,1,6,3,4,1,5,8,1,4,3,1,0,880,2
36000,56,2,2,3,12,3,NA,3,6,8,3,1,NA,NA,NA,530,3
0,74,2,5,NA,15,2,5,9,17,6,5,4,3,1,0,320,2
35000,41,1,2,2,8,3,2,6,10,7,2,1,NA,NA,NA,370,3
11000,56,2,3,10,12,4,6,7,11,5,3,1,NA,NA,NA,240,2
0,79,1,5,5,16,5,NA,9,17,5,5,2,NA,NA,NA,NA,2
0,79,1,5,5,16,5,4,9,17,8,5,2,3,0,0,NA,1
25000,46,2,3,1,10,3,1,6,6,8,1,1,NA,NA,NA,380,3
36000,41,1,2,3,9,3,NA,1,5,7,3,1,NA,NA,NA,410,2
0,61,1,10,NA,13,2,2,9,17,3,10,4,NA,NA,NA,270,2
0,86,1,5,5,18,5,2,9,17,7,5,2,NA,NA,NA,NA,2
0,45,2,6,NA,9,2,1,9,17,NA,6,4,NA,NA,NA,380,4
10000,59,1,3,5,12,4,1,3,6,5,3,2,NA,NA,NA,NA,1
31000,48,2,2,NA,10,1,4,2,5,7,2,5,NA,NA,NA,NA,2
0,80,1,5,NA,16,2,NA,9,17,NA,5,2,NA,NA,NA,NA,3
32000,36,1,2,3,8,3,3,2,5,7,2,1,NA,NA,NA,500,3
0,74,1,5,5,15,5,5,9,17,5,5,2,NA,NA,NA,NA,2
18000,57,1,2,NA,12,1,2,7,9,4,2,4,NA,NA,NA,350,3
0,40,2,4,NA,8,2,2,2,5,4,4,4,1,0,0,450,3
13000,55,2,10,NA,11,2,1,7,9,4,10,1,NA,NA,NA,300,3
0,76,1,5,NA,16,2,6,9,17,4,5,2,3,0,0,NA,2
