TotalEarnings,Age,Gender,EconomicStatus,PartnersEconomicStatus,AgeBand,WorkingStatus,HighestEducationalLevel,EmploymentType,SocioEconomicGroup,AnnualNetHouseholdIncome,EmploymentStatus,PropertyType,TotalSavings,CreditCardDebt,LoanDebt,HousingCostMonthly,FinancialHealth,EconomicStat,PartnerEconomicStat,Occupation
45000,62,Male,2,2,61-65,Working Couple,Highers and A-Levels (SVQ Level 3),5,Foremen and supervisors,£40001,2,Buying with mortgage/loan,"£1,000 or more",Yes,No,380,Manage very well,Full-Time,Full-Time,Lower supervisory and technical occupations
0,38,Male,10,NA,36-40,Non-Working Single,No Qualifications,9,Inadequately described and not stated,£6001 - £10000,10,Own it outright,No savings,No,No,NA,Get by alright,Disabled,NA,Not classified
36000,62,Male,2,3,61-65,Working Couple,Degree and Professional Qualifications (SVQ Level 4),7,Skilled manual workers,£40001,2,Own it outright,"£1,000 or more",Yes,No,NA,Manage quite well,Full-Time,Part-Time,Routine occupations
49000,48,Female,2,2,46-50,Working Couple,Highers and A-Levels (SVQ Level 3),2,Intermediate non-manual workers,£40001,2,Buying with mortgage/loan,"£1,000 or more",No,No,600,Get by alright,Full-Time,Full-Time,Lower managerial and professional occupations
12000,22,Male,2,NA,21-25,Single Working Adult,Standard Grade (SVQ Level 1 and 2),2,Intermediate non-manual workers,£10001 -£15000,2,Rents (including rents paid by housing benefit),No savings,No,No,310,Get by alright,Full-Time,NA,Lower managerial and professional occupations
62000,43,Male,2,2,41-45,Working Couple,Degree and Professional Qualifications (SVQ Level 4),1,Professional workers - employees,£40001,2,Buying with mortgage/loan,"£1,000 or more",Yes,No,580,Manage very well,Full-Time,Full-Time,Higher managerial and professional occupations
5000,63,Female,3,NA,61-65,Single Working Adult,Highers and A-Levels (SVQ Level 3),3,Junior non-manual workers,£10001 -£15000,3,Own it outright,"£1,000 or more",No,No,NA,Manage very well,Part-Time,NA,Intermediate occupations
44000,56,Male,1,3,51-55,Working Couple,Degree and Professional Qualifications (SVQ Level 4),1,Intermediate non-manual workers,£40001,3,Own it outright,"£1,000 or more",No,No,NA,Manage very well,Self-Employed,Part-Time,Higher managerial and professional occupations
18000,28,Female,2,NA,26-30,Single Working Adult,Degree and Professional Qualifications (SVQ Level 4),2,Intermediate non-manual workers,£15001 - £20000,2,Buying with mortgage/loan,"Less than £1,000",No,Yes,300,Manage quite well,Full-Time,NA,Lower managerial and professional occupations
1000,62,Female,3,NA,61-65,Single Working Adult,No Qualifications,7,Personal service workers,£6001 - £10000,3,Rents (including rents paid by housing benefit),"Less than £1,000",Yes,No,400,Manage quite well,Part-Time,NA,Routine occupations
0,34,Male,10,NA,31-35,Non-Working Single,No Qualifications,9,Inadequately described and not stated,NA,10,Rents (including rents paid by housing benefit),No savings,No,No,390,Manage quite well,Disabled,NA,Not classified
39000,52,Male,2,2,56-60,Working Couple,HNC/HND (SVQ Level 4),2,Intermediate non-manual workers,£30001 - £40000,2,Buying with mortgage/loan,"£1,000 or more",Yes,No,700,Manage quite well,Full-Time,Full-Time,Lower managerial and professional occupations
24000,56,Male,1,4,46-50,"Couple, one works",Standard Grade (SVQ Level 1 and 2),4,Own account workers (other than professional),£25001 - £30000,4,Buying with mortgage/loan,"£1,000 or more",Yes,No,490,Manage very well,Self-Employed,Homemaker,Small employers and own account workers
60000,40,Male,2,6,36-40,"Couple, one works",Degree and Professional Qualifications (SVQ Level 4),1,Professional workers - employees,£40001,6,Buying with mortgage/loan,"£1,000 or more",No,No,800,Manage quite well,Full-Time,Unemployed,Higher managerial and professional occupations
0,43,Male,10,NA,41-45,Non-Working Single,No Qualifications,9,Inadequately described and not stated,£15001 - £20000,10,Rents (including rents paid by housing benefit),No savings,No,No,360,Don't manage very well,Disabled,NA,Not classified
0,61,Female,5,NA,61-65,Non-Working Single,HNC/HND (SVQ Level 4),9,Inadequately described and not stated,£15001 - £20000,5,Rents (including rents paid by housing benefit),"Less than £1,000",Yes,No,440,Get by alright,Retired,NA,Not classified
29000,33,Male,3,3,31-35,Working Couple,Degree and Professional Qualifications (SVQ Level 4),1,Intermediate non-manual workers,£25001 - £30000,3,Own it outright,"£1,000 or more",No,No,NA,Manage very well,Part-Time,Part-Time,Higher managerial and professional occupations
34000,28,Female,2,2,26-30,Working Couple,Highers and A-Levels (SVQ Level 3),2,Employers and managers - small establishments,£30001 - £40000,2,Buying with mortgage/loan,"£1,000 or more",No,No,450,Manage quite well,Full-Time,Full-Time,Lower managerial and professional occupations
32000,54,Male,2,2,51-55,Working Couple,Highers and A-Levels (SVQ Level 3),6,Semi-skilled manual workers,£30001 - £40000,2,Buying with mortgage/loan,"£1,000 or more",No,Yes,320,Manage quite well,Full-Time,Full-Time,Semi-routine occupations
19000,51,Male,2,NA,51-55,Single Working Adult,Degree and Professional Qualifications (SVQ Level 4),2,Employers and managers - small establishments,£15001 - £20000,2,Buying with mortgage/loan,"£1,000 or more",No,No,700,Manage very well,Full-Time,NA,Lower managerial and professional occupations
48000,62,Male,2,NA,61-65,Single Working Adult,Degree and Professional Qualifications (SVQ Level 4),1,Intermediate non-manual workers,£40001,2,Own it outright,"£1,000 or more",No,No,NA,Manage very well,Full-Time,NA,Higher managerial and professional occupations
0,61,Female,10,NA,61-65,Non-Working Single,Standard Grade (SVQ Level 1 and 2),9,Inadequately described and not stated,£10001 -£15000,10,Rents (including rents paid by housing benefit),No savings,Yes,No,430,Have some financial difficulties,Disabled,NA,Not classified
32000,42,Male,2,3,36-40,Working Couple,Degree and Professional Qualifications (SVQ Level 4),2,Intermediate non-manual workers,£30001 - £40000,3,Buying with mortgage/loan,"£1,000 or more",No,No,880,Manage very well,Full-Time,Part-Time,Lower managerial and professional occupations
56000,45,Male,2,1,51-55,Working Couple,HNC/HND (SVQ Level 4),2,Employers and managers - small establishments,£40001,1,Buying with mortgage/loan,"£1,000 or more",No,No,860,Manage quite well,Full-Time,Self-Employed,Lower managerial and professional occupations
30000,51,Male,2,5,51-55,"Couple, one works",Degree and Professional Qualifications (SVQ Level 4),2,Employers and managers - small establishments,£30001 - £40000,2,Own it outright,"£1,000 or more",No,No,NA,Manage very well,Full-Time,Retired,Lower managerial and professional occupations
16000,21,Female,2,NA,21-25,Single Working Adult,Highers and A-Levels (SVQ Level 3),2,Intermediate non-manual workers,£20001 - £25000,2,Rents (including rents paid by housing benefit),"Less than £1,000",Yes,No,530,Get by alright,Full-Time,NA,Lower managerial and professional occupations
62000,30,Male,2,3,36-40,Working Couple,Degree and Professional Qualifications (SVQ Level 4),2,Intermediate non-manual workers,£40001,3,Buying with mortgage/loan,"£1,000 or more",No,No,430,Manage quite well,Full-Time,Part-Time,Lower managerial and professional occupations
42000,58,Male,2,2,56-60,Working Couple,Highers and A-Levels (SVQ Level 3),2,Intermediate non-manual workers,£40001,2,Own it outright,"£1,000 or more",No,No,NA,Manage quite well,Full-Time,Full-Time,Lower managerial and professional occupations
30000,39,Male,1,3,36-40,Working Couple,Degree and Professional Qualifications (SVQ Level 4),1,Professional workers - self-employed,£25001 - £30000,3,Buying with mortgage/loan,"£1,000 or more",No,No,1000,Manage very well,Self-Employed,Part-Time,Higher managerial and professional occupations
46000,43,Male,2,3,41-45,Working Couple,Degree and Professional Qualifications (SVQ Level 4),1,Professional workers - employees,£40001,2,Buying with mortgage/loan,"£1,000 or more",Yes,No,700,Get by alright,Full-Time,Part-Time,Higher managerial and professional occupations
54000,48,Male,2,4,46-50,"Couple, one works",NA,2,Intermediate non-manual workers,£40001,2,Buying with mortgage/loan,"£1,000 or more",Yes,No,900,Get by alright,Full-Time,Homemaker,Lower managerial and professional occupations
55000,35,Male,2,3,31-35,Working Couple,Degree and Professional Qualifications (SVQ Level 4),2,Junior non-manual workers,£40001,2,Buying with mortgage/loan,Refusal,No,No,1000,Manage quite well,Full-Time,Part-Time,Lower managerial and professional occupations
35000,51,Female,2,NA,51-55,Single Working Adult,Degree and Professional Qualifications (SVQ Level 4),1,Professional workers - employees,£30001 - £40000,2,Buying with mortgage/loan,"£1,000 or more",No,No,800,Manage very well,Full-Time,NA,Higher managerial and professional occupations
60000,35,Female,2,2,31-35,Working Couple,Degree and Professional Qualifications (SVQ Level 4),2,Intermediate non-manual workers,£40001,2,Own it outright,"£1,000 or more",Yes,No,NA,Manage quite well,Full-Time,Full-Time,Lower managerial and professional occupations
42000,60,Male,1,3,56-60,Working Couple,Degree and Professional Qualifications (SVQ Level 4),4,Employers and managers - small establishments,£40001,1,Buying with mortgage/loan,"£1,000 or more",No,No,500,Get by alright,Self-Employed,Part-Time,Small employers and own account workers
28000,55,Female,2,5,56-60,"Couple, one works",Standard Grade (SVQ Level 1 and 2),2,Intermediate non-manual workers,£30001 - £40000,5,Own it outright,"£1,000 or more",No,No,NA,Manage quite well,Full-Time,Retired,Lower managerial and professional occupations
27000,60,Male,1,1,56-60,Working Couple,Standard Grade (SVQ Level 1 and 2),4,Employers and managers - small establishments,£25001 - £30000,1,Own it outright,"£1,000 or more",No,No,NA,Get by alright,Self-Employed,Self-Employed,Small employers and own account workers
17000,23,Female,2,13,31-35,"Couple, one works",Degree and Professional Qualifications (SVQ Level 4),6,Semi-skilled manual workers,£15001 - £20000,13,Rents (including rents paid by housing benefit),No savings,Yes,No,680,Have some financial difficulties,Full-Time,NA,Semi-routine occupations
41000,36,Female,2,2,36-40,Working Couple,Degree and Professional Qualifications (SVQ Level 4),1,Professional workers - employees,£40001,2,Buying with mortgage/loan,No savings,No,Yes,850,Get by alright,Full-Time,Full-Time,Higher managerial and professional occupations
0,62,Male,5,5,61-65,"Couple, neither work",HNC/HND (SVQ Level 4),2,Employers and managers - small establishments,£10001 -£15000,5,Own it outright,"£1,000 or more",No,No,NA,Manage very well,Retired,Retired,Lower managerial and professional occupations
55000,55,Male,1,3,51-55,Working Couple,Highers and A-Levels (SVQ Level 3),4,Own account workers (other than professional),£40001,1,Buying with mortgage/loan,"£1,000 or more",No,No,450,Manage quite well,Self-Employed,Part-Time,Small employers and own account workers
62000,44,Male,1,2,41-45,Working Couple,HNC/HND (SVQ Level 4),4,Employers and managers - small establishments,£40001,2,Buying with mortgage/loan,"£1,000 or more",Yes,Yes,960,Manage quite well,Self-Employed,Full-Time,Small employers and own account workers
12000,56,Male,2,NA,56-60,Single Working Adult,Other Qualifications,6,Skilled manual workers,£10001 -£15000,2,Rents (including rents paid by housing benefit),No savings,No,No,310,Don't manage very well,Full-Time,NA,Semi-routine occupations
41000,49,Female,2,2,46-50,Working Couple,Degree and Professional Qualifications (SVQ Level 4),1,Professional workers - employees,£40001,2,Own it outright,"£1,000 or more",No,No,NA,Manage very well,Full-Time,Full-Time,Higher managerial and professional occupations
12000,22,Male,2,NA,21-25,Single Working Adult,Standard Grade (SVQ Level 1 and 2),6,Junior non-manual workers,£10001 -£15000,2,Own it outright,No savings,Yes,No,NA,Get by alright,Full-Time,NA,Semi-routine occupations
35000,40,Male,2,1,36-40,Working Couple,NA,3,Junior non-manual workers,£30001 - £40000,2,Buying with mortgage/loan,"£1,000 or more",No,No,690,Manage quite well,Full-Time,Self-Employed,Intermediate occupations
29000,56,Male,2,2,56-60,Working Couple,Standard Grade (SVQ Level 1 and 2),7,Skilled manual workers,£25001 - £30000,2,Own it outright,"£1,000 or more",Yes,Yes,NA,Manage very well,Full-Time,Full-Time,Routine occupations
25000,29,Female,2,NA,26-30,Single Working Adult,Degree and Professional Qualifications (SVQ Level 4),1,Professional workers - employees,£25001 - £30000,2,Rents (including rents paid by housing benefit),"£1,000 or more",No,No,650,Manage quite well,Full-Time,NA,Higher managerial and professional occupations
54000,45,Male,2,2,41-45,Working Couple,Highers and A-Levels (SVQ Level 3),5,Skilled manual workers,£40001,2,Buying with mortgage/loan,No savings,No,No,810,Manage very well,Full-Time,Full-Time,Lower supervisory and technical occupations
62000,36,Male,2,3,36-40,Working Couple,Degree and Professional Qualifications (SVQ Level 4),1,Professional workers - employees,£40001,2,Buying with mortgage/loan,"£1,000 or more",No,No,1000,Manage quite well,Full-Time,Part-Time,Higher managerial and professional occupations
7000,40,Female,3,NA,36-40,Single Working Adult,NA,7,Personal service workers,£15001 - £20000,3,Rents (including rents paid by housing benefit),No savings,Yes,No,420,Don't manage very well,Part-Time,NA,Routine occupations
23000,38,Male,2,NA,36-40,Single Working Adult,Degree and Professional Qualifications (SVQ Level 4),2,Intermediate non-manual workers,£20001 - £25000,2,Buying with mortgage/loan,"Less than £1,000",Yes,Yes,490,Get by alright,Full-Time,NA,Lower managerial and professional occupations
57000,50,Male,2,3,46-50,Working Couple,Other Qualifications,5,Skilled manual workers,£40001,2,Own it outright,"£1,000 or more",No,No,NA,Manage very well,Full-Time,Part-Time,Lower supervisory and technical occupations
37000,52,Male,2,1,46-50,Working Couple,Degree and Professional Qualifications (SVQ Level 4),3,Junior non-manual workers,£30001 - £40000,1,Buying with mortgage/loan,"£1,000 or more",No,No,550,Manage very well,Full-Time,Self-Employed,Intermediate occupations
28000,28,Male,2,2,26-30,Working Couple,NA,7,Agricultural workers,£25001 - £30000,2,Buying with mortgage/loan,"Less than £1,000",No,No,430,Manage quite well,Full-Time,Full-Time,Routine occupations
59000,42,Male,1,2,36-40,Working Couple,NA,2,Intermediate non-manual workers,£40001,2,Rents (including rents paid by housing benefit),"£1,000 or more",Yes,No,950,Get by alright,Self-Employed,Full-Time,Lower managerial and professional occupations
38000,40,Male,2,3,41-45,Working Couple,Degree and Professional Qualifications (SVQ Level 4),6,Semi-skilled manual workers,£30001 - £40000,3,Buying with mortgage/loan,"£1,000 or more",No,No,500,Get by alright,Full-Time,Part-Time,Semi-routine occupations
22000,63,Female,3,1,61-65,Working Couple,Other Qualifications,5,Foremen and supervisors,£20001 - £25000,3,Rents (including rents paid by housing benefit),"£1,000 or more",No,No,330,Manage very well,Part-Time,Self-Employed,Lower supervisory and technical occupations
